field_of_view,cell_id,x,y,region,x_bin,y_bin,bin_id,mid_point_x,mid_point_y,global_bin_id,index,louvain,cell_type,benchmark_label
2,45,1507.3,242.2,Cortex,2,0,2,1424.0,404.0,32,270,16,Oligodendrocytes,olig
2,46,1522.7,378.56,Cortex,2,0,2,1424.0,404.0,32,271,11,Excitatory 5/6,eneuron
2,47,1655.5,403.55,Cortex,2,0,2,1424.0,404.0,32,272,11,Excitatory 5/6,eneuron
2,48,1415.4,428.59,Cortex,2,0,2,1424.0,404.0,32,273,5,Excitatory layer 5/6,eneuron
2,49,1309.2,499.93,Cortex,2,0,2,1424.0,404.0,32,274,23,Interneurons deep,ineuron 
2,50,1484.8,523.33,Cortex,2,0,2,1424.0,404.0,32,275,19,Astrocytes deep ,astrocyte
2,51,1668.2,564.18,Cortex,2,0,2,1424.0,404.0,32,276,18,Excitatory layer 5/6,eneuron
2,52,1474.1,692.95,Cortex,2,1,7,1424.0,904.0,36,277,13,Excitatory layer 3,eneuron
2,53,876.46,1435.8,Cortex,1,2,11,924.0,1404.0,39,278,7,Interneuron,ineuron 
2,54,1734.5,1490.7,Cortex,3,2,13,1924.0,1404.0,41,279,13,Excitatory layer 3,eneuron
2,55,1652.8,1624.6,Cortex,2,2,12,1424.0,1404.0,40,280,5,Excitatory layer 5/6,eneuron
2,56,1371.3,1629.1,Cortex,2,2,12,1424.0,1404.0,40,281,2,Endothelial,endo
2,57,707.72,154.95,Cortex,1,0,1,924.0,404.0,31,282,10,Astrocytes superficial,astrocyte
2,58,520.95,164.22,Cortex,0,0,0,424.0,404.0,30,283,13,Excitatory layer 3,eneuron
2,60,1818.8,303.04,Cortex,3,0,3,1924.0,404.0,33,285,18,Excitatory layer 5/6,eneuron
2,61,551.91,318.44,Cortex,0,0,0,424.0,404.0,30,286,5,Excitatory layer 5/6,eneuron
2,62,633.05,351.02,Cortex,0,0,0,424.0,404.0,30,287,10,Astrocytes superficial,astrocyte
2,63,1820.3,432.8,Cortex,3,0,3,1924.0,404.0,33,288,5,Excitatory layer 5/6,eneuron
2,64,703.15,435.75,Cortex,1,0,1,924.0,404.0,31,289,20,Microglia,microglia
2,65,573.52,448.74,Cortex,0,0,0,424.0,404.0,30,290,19,Astrocytes deep ,astrocyte
2,66,539.39,579.98,Cortex,0,0,0,424.0,404.0,30,291,4,Excitatory layer 5/6,eneuron
2,67,420.87,649.9,Cortex,0,0,0,424.0,404.0,30,292,9,Excitatory layer 3,eneuron
2,68,325.13,651.95,Cortex,0,0,0,424.0,404.0,30,293,23,Interneurons deep,ineuron 
2,69,1042.1,767.07,Cortex,1,1,6,924.0,904.0,35,294,9,Excitatory layer 3,eneuron
2,71,713.42,822.36,Cortex,1,1,6,924.0,904.0,35,296,2,Endothelial,endo
2,72,756.36,882.69,Cortex,1,1,6,924.0,904.0,35,297,10,Astrocytes superficial,astrocyte
2,73,414.39,898.37,Cortex,0,1,5,424.0,904.0,34,298,18,Excitatory layer 5/6,eneuron
2,75,1904.6,1174.7,Cortex,3,2,13,1924.0,1404.0,41,300,5,Excitatory layer 5/6,eneuron
2,77,1803.1,1234.4,Cortex,3,2,13,1924.0,1404.0,41,302,23,Interneurons deep,ineuron 
2,78,174.8,1240.0,Cortex,0,2,10,424.0,1404.0,38,303,18,Excitatory layer 5/6,eneuron
2,79,1936.0,1321.0,Cortex,3,2,13,1924.0,1404.0,41,304,13,Excitatory layer 3,eneuron
2,80,695.89,1485.6,Cortex,1,2,11,924.0,1404.0,39,305,16,Oligodendrocytes,olig
2,81,602.98,1502.4,Cortex,0,2,10,424.0,1404.0,38,306,13,Excitatory layer 3,eneuron
2,84,496.92,1581.6,Cortex,0,2,10,424.0,1404.0,38,309,23,Interneurons deep,ineuron 
2,86,374.85,1718.7,Cortex,0,3,15,424.0,1904.0,42,311,18,Excitatory layer 5/6,eneuron
2,87,546.78,1820.3,Cortex,0,3,15,424.0,1904.0,42,312,18,Excitatory layer 5/6,eneuron
2,88,411.24,1829.3,Cortex,0,3,15,424.0,1904.0,42,313,23,Interneurons deep,ineuron 
2,89,1202.5,1199.5,Cortex,2,2,12,1424.0,1404.0,40,314,2,Endothelial,endo
3,1,734.12,173.2,Cortex,0,0,0,521.0,423.0,45,316,11,Excitatory 5/6,eneuron
3,2,1601.5,187.76,Cortex,2,0,2,1521.0,423.0,47,317,5,Excitatory layer 5/6,eneuron
3,3,1495.3,205.83,Cortex,2,0,2,1521.0,423.0,47,318,2,Endothelial,endo
3,4,1033.3,286.35,Cortex,1,0,1,1021.0,423.0,46,319,5,Excitatory layer 5/6,eneuron
3,5,723.27,295.67,Cortex,0,0,0,521.0,423.0,45,320,5,Excitatory layer 5/6,eneuron
3,6,863.07,291.82,Cortex,1,0,1,1021.0,423.0,46,321,4,Excitatory layer 5/6,eneuron
3,7,1135.9,326.69,Cortex,1,0,1,1021.0,423.0,46,322,4,Excitatory layer 5/6,eneuron
3,8,1297.7,352.94,Cortex,2,0,2,1521.0,423.0,47,323,4,Excitatory layer 5/6,eneuron
3,9,701.05,402.96,Cortex,0,0,0,521.0,423.0,45,324,5,Excitatory layer 5/6,eneuron
3,10,854.93,417.8,Cortex,1,0,1,1021.0,423.0,46,325,10,Astrocytes superficial,astrocyte
3,11,352.2,411.06,Cortex,0,0,0,521.0,423.0,45,326,5,Excitatory layer 5/6,eneuron
3,12,995.24,439.72,Cortex,1,0,1,1021.0,423.0,46,327,2,Endothelial,endo
3,13,1091.3,451.51,Cortex,1,0,1,1021.0,423.0,46,328,5,Excitatory layer 5/6,eneuron
3,14,1468.1,459.06,Cortex,2,0,2,1521.0,423.0,47,329,23,Interneurons deep,ineuron 
3,15,1285.5,526.38,Cortex,2,0,2,1521.0,423.0,47,330,20,Microglia,microglia
3,16,1700.8,538.11,Cortex,2,0,2,1521.0,423.0,47,331,16,Oligodendrocytes,olig
3,17,653.28,565.94,Cortex,0,0,0,521.0,423.0,45,332,5,Excitatory layer 5/6,eneuron
3,18,726.66,605.62,Cortex,0,0,0,521.0,423.0,45,333,20,Microglia,microglia
3,19,1234.0,592.7,Cortex,1,0,1,1021.0,423.0,46,334,4,Excitatory layer 5/6,eneuron
3,20,877.47,601.13,Cortex,1,0,1,1021.0,423.0,46,335,10,Astrocytes superficial,astrocyte
3,21,432.99,647.71,Cortex,0,0,0,521.0,423.0,45,336,5,Excitatory layer 5/6,eneuron
3,22,1599.6,640.47,Cortex,2,0,2,1521.0,423.0,47,337,5,Excitatory layer 5/6,eneuron
3,23,1184.0,657.09,Cortex,1,0,1,1021.0,423.0,46,338,4,Excitatory layer 5/6,eneuron
3,24,1715.2,652.71,Cortex,2,0,2,1521.0,423.0,47,339,10,Astrocytes superficial,astrocyte
3,25,966.9,695.14,Cortex,1,1,6,1021.0,923.0,49,340,16,Oligodendrocytes,olig
3,26,856.05,704.98,Cortex,1,1,6,1021.0,923.0,49,341,4,Excitatory layer 5/6,eneuron
3,28,1873.1,727.22,Cortex,3,1,8,2021.0,923.0,51,343,5,Excitatory layer 5/6,eneuron
3,29,366.31,731.25,Cortex,0,1,5,521.0,923.0,48,344,20,Microglia,microglia
3,30,1698.0,741.69,Cortex,2,1,7,1521.0,923.0,50,345,4,Excitatory layer 5/6,eneuron
3,31,1441.5,790.49,Cortex,2,1,7,1521.0,923.0,50,346,10,Astrocytes superficial,astrocyte
3,32,985.08,766.92,Cortex,1,1,6,1021.0,923.0,49,347,4,Excitatory layer 5/6,eneuron
3,33,1559.7,768.01,Cortex,2,1,7,1521.0,923.0,50,348,11,Excitatory 5/6,eneuron
3,34,482.59,770.78,Cortex,0,1,5,521.0,923.0,48,349,2,Endothelial,endo
3,35,859.35,781.87,Cortex,1,1,6,1021.0,923.0,49,350,4,Excitatory layer 5/6,eneuron
3,36,1768.8,803.16,Cortex,2,1,7,1521.0,923.0,50,351,4,Excitatory layer 5/6,eneuron
3,37,1052.8,811.34,Cortex,1,1,6,1021.0,923.0,49,352,4,Excitatory layer 5/6,eneuron
3,38,469.33,821.01,Cortex,0,1,5,521.0,923.0,48,353,2,Endothelial,endo
3,39,1909.7,851.54,Cortex,3,1,8,2021.0,923.0,51,354,5,Excitatory layer 5/6,eneuron
3,40,699.51,869.09,Cortex,0,1,5,521.0,923.0,48,355,5,Excitatory layer 5/6,eneuron
3,41,993.52,885.85,Cortex,1,1,6,1021.0,923.0,49,356,6,Excitatory layer 4,eneuron
3,42,475.36,880.24,Cortex,0,1,5,521.0,923.0,48,357,10,Astrocytes superficial,astrocyte
3,43,1725.6,893.95,Cortex,2,1,7,1521.0,923.0,50,358,7,Interneuron,ineuron 
3,44,775.74,912.61,Cortex,1,1,6,1021.0,923.0,49,359,5,Excitatory layer 5/6,eneuron
3,45,914.75,902.99,Cortex,1,1,6,1021.0,923.0,49,360,2,Endothelial,endo
3,46,1374.1,897.6,Cortex,2,1,7,1521.0,923.0,50,361,2,Endothelial,endo
3,47,847.67,928.91,Cortex,1,1,6,1021.0,923.0,49,362,4,Excitatory layer 5/6,eneuron
3,48,1124.1,915.51,Cortex,1,1,6,1021.0,923.0,49,363,4,Excitatory layer 5/6,eneuron
3,49,499.0,934.52,Cortex,0,1,5,521.0,923.0,48,364,19,Astrocytes deep ,astrocyte
3,50,336.15,925.75,Cortex,0,1,5,521.0,923.0,48,365,11,Excitatory 5/6,eneuron
3,51,1539.6,947.81,Cortex,2,1,7,1521.0,923.0,50,366,16,Oligodendrocytes,olig
3,52,1473.9,1010.6,Cortex,2,1,7,1521.0,923.0,50,367,6,Excitatory layer 4,eneuron
3,53,904.01,1039.9,Cortex,1,1,6,1021.0,923.0,49,368,11,Excitatory 5/6,eneuron
3,54,520.84,1054.7,Cortex,0,1,5,521.0,923.0,48,369,4,Excitatory layer 5/6,eneuron
3,55,413.05,1088.1,Cortex,0,1,5,521.0,923.0,48,370,4,Excitatory layer 5/6,eneuron
3,56,1345.6,1088.2,Cortex,2,1,7,1521.0,923.0,50,371,4,Excitatory layer 5/6,eneuron
3,57,1487.5,1109.4,Cortex,2,1,7,1521.0,923.0,50,372,7,Interneuron,ineuron 
3,58,1010.8,1121.2,Cortex,1,1,6,1021.0,923.0,49,373,4,Excitatory layer 5/6,eneuron
3,59,271.68,1131.0,Cortex,0,1,5,521.0,923.0,48,374,5,Excitatory layer 5/6,eneuron
3,60,475.72,1146.1,Cortex,0,1,5,521.0,923.0,48,375,4,Excitatory layer 5/6,eneuron
3,61,1259.8,1137.3,Cortex,1,1,6,1021.0,923.0,49,376,4,Excitatory layer 5/6,eneuron
3,62,580.9,1156.0,Cortex,0,1,5,521.0,923.0,48,377,4,Excitatory layer 5/6,eneuron
3,63,1083.2,1176.6,Cortex,1,2,11,1021.0,1423.0,53,378,4,Excitatory layer 5/6,eneuron
3,64,1612.4,1171.4,Cortex,2,1,7,1521.0,923.0,50,379,2,Endothelial,endo
3,65,748.67,1163.3,Cortex,0,1,5,521.0,923.0,48,380,5,Excitatory layer 5/6,eneuron
3,66,1758.6,1203.5,Cortex,2,2,12,1521.0,1423.0,54,381,23,Interneurons deep,ineuron 
3,67,894.31,1208.5,Cortex,1,2,11,1021.0,1423.0,53,382,5,Excitatory layer 5/6,eneuron
3,68,1354.0,1217.6,Cortex,2,2,12,1521.0,1423.0,54,383,5,Excitatory layer 5/6,eneuron
3,69,1227.8,1268.2,Cortex,1,2,11,1021.0,1423.0,53,384,2,Endothelial,endo
3,70,536.66,1276.8,Cortex,0,2,10,521.0,1423.0,52,385,4,Excitatory layer 5/6,eneuron
3,71,1534.4,1322.1,Cortex,2,2,12,1521.0,1423.0,54,386,11,Excitatory 5/6,eneuron
3,72,784.88,1319.8,Cortex,1,2,11,1021.0,1423.0,53,387,11,Excitatory 5/6,eneuron
3,74,1147.6,1353.1,Cortex,1,2,11,1021.0,1423.0,53,389,5,Excitatory layer 5/6,eneuron
3,75,303.16,1387.8,Cortex,0,2,10,521.0,1423.0,52,390,11,Excitatory 5/6,eneuron
3,76,808.9,1434.0,Cortex,1,2,11,1021.0,1423.0,53,391,5,Excitatory layer 5/6,eneuron
3,77,1609.4,1457.8,Cortex,2,2,12,1521.0,1423.0,54,392,9,Excitatory layer 3,eneuron
3,78,1101.1,1462.9,Cortex,1,2,11,1021.0,1423.0,53,393,23,Interneurons deep,ineuron 
3,79,972.21,1479.9,Cortex,1,2,11,1021.0,1423.0,53,394,18,Excitatory layer 5/6,eneuron
3,80,1185.6,1503.2,Cortex,1,2,11,1021.0,1423.0,53,395,6,Excitatory layer 4,eneuron
3,81,1413.4,1511.1,Cortex,2,2,12,1521.0,1423.0,54,396,5,Excitatory layer 5/6,eneuron
3,82,1297.3,1513.0,Cortex,2,2,12,1521.0,1423.0,54,397,19,Astrocytes deep ,astrocyte
3,83,762.65,1521.3,Cortex,0,2,10,521.0,1423.0,52,398,2,Endothelial,endo
3,84,430.62,1531.7,Cortex,0,2,10,521.0,1423.0,52,399,5,Excitatory layer 5/6,eneuron
3,85,1702.9,1550.5,Cortex,2,2,12,1521.0,1423.0,54,400,18,Excitatory layer 5/6,eneuron
3,86,592.77,1558.2,Cortex,0,2,10,521.0,1423.0,52,401,4,Excitatory layer 5/6,eneuron
3,87,1867.0,1560.0,Cortex,3,2,13,2021.0,1423.0,55,402,4,Excitatory layer 5/6,eneuron
3,88,1413.6,1582.4,Cortex,2,2,12,1521.0,1423.0,54,403,2,Endothelial,endo
3,89,1781.4,1601.5,Cortex,3,2,13,2021.0,1423.0,55,404,4,Excitatory layer 5/6,eneuron
3,90,1137.3,1593.3,Cortex,1,2,11,1021.0,1423.0,53,405,4,Excitatory layer 5/6,eneuron
3,91,422.92,1624.4,Cortex,0,2,10,521.0,1423.0,52,406,4,Excitatory layer 5/6,eneuron
3,92,1050.7,1631.9,Cortex,1,2,11,1021.0,1423.0,53,407,2,Endothelial,endo
3,93,1219.8,1647.5,Cortex,1,2,11,1021.0,1423.0,53,408,5,Excitatory layer 5/6,eneuron
3,94,843.53,1672.9,Cortex,1,2,11,1021.0,1423.0,53,409,16,Oligodendrocytes,olig
3,95,1895.4,1682.8,Cortex,3,3,18,2021.0,1923.0,59,410,13,Excitatory layer 3,eneuron
3,96,447.82,1730.5,Cortex,0,3,15,521.0,1923.0,56,411,23,Interneurons deep,ineuron 
3,97,538.71,1731.2,Cortex,0,3,15,521.0,1923.0,56,412,4,Excitatory layer 5/6,eneuron
3,98,1185.9,1740.7,Cortex,1,3,16,1021.0,1923.0,57,413,4,Excitatory layer 5/6,eneuron
3,99,972.19,1767.1,Cortex,1,3,16,1021.0,1923.0,57,414,11,Excitatory 5/6,eneuron
3,100,325.14,1766.7,Cortex,0,3,15,521.0,1923.0,56,415,18,Excitatory layer 5/6,eneuron
3,101,1581.5,1739.0,Cortex,2,3,17,1521.0,1923.0,58,416,11,Excitatory 5/6,eneuron
3,102,1802.9,1776.8,Cortex,3,3,18,2021.0,1923.0,59,417,11,Excitatory 5/6,eneuron
3,103,1108.7,1832.8,Cortex,1,3,16,1021.0,1923.0,57,418,5,Excitatory layer 5/6,eneuron
3,104,1596.6,493.4,Cortex,2,0,2,1521.0,423.0,47,419,5,Excitatory layer 5/6,eneuron
3,105,1298.9,646.27,Cortex,2,0,2,1521.0,423.0,47,420,4,Excitatory layer 5/6,eneuron
3,106,1352.2,718.58,Cortex,2,1,7,1521.0,923.0,50,421,18,Excitatory layer 5/6,eneuron
4,1,1008.4,250.45,Cortex,1,0,1,947.0,500.0,61,422,16,Oligodendrocytes,olig
4,2,1253.3,272.22,Cortex,2,0,2,1447.0,500.0,62,423,10,Astrocytes superficial,astrocyte
4,3,828.07,300.14,Cortex,1,0,1,947.0,500.0,61,424,16,Oligodendrocytes,olig
4,4,1175.3,314.15,Cortex,1,0,1,947.0,500.0,61,425,16,Oligodendrocytes,olig
4,5,1496.1,341.25,Cortex,2,0,2,1447.0,500.0,62,426,10,Astrocytes superficial,astrocyte
4,7,637.7,403.88,Cortex,0,0,0,447.0,500.0,60,428,16,Oligodendrocytes,olig
4,8,1535.8,411.86,Cortex,2,0,2,1447.0,500.0,62,429,2,Endothelial,endo
4,9,1049.9,442.5,Cortex,1,0,1,947.0,500.0,61,430,16,Oligodendrocytes,olig
4,11,1431.2,506.98,Cortex,2,0,2,1447.0,500.0,62,432,2,Endothelial,endo
4,12,1365.5,553.75,Cortex,2,0,2,1447.0,500.0,62,433,16,Oligodendrocytes,olig
4,13,1669.5,541.34,Cortex,2,0,2,1447.0,500.0,62,434,5,Excitatory layer 5/6,eneuron
4,14,649.07,568.45,Cortex,0,0,0,447.0,500.0,60,435,4,Excitatory layer 5/6,eneuron
4,15,1457.3,591.01,Cortex,2,0,2,1447.0,500.0,62,436,4,Excitatory layer 5/6,eneuron
4,16,1748.3,593.4,Cortex,3,0,3,1947.0,500.0,63,437,2,Endothelial,endo
4,17,1142.4,641.94,Cortex,1,0,1,947.0,500.0,61,438,5,Excitatory layer 5/6,eneuron
4,18,1401.1,664.95,Cortex,2,0,2,1447.0,500.0,62,439,5,Excitatory layer 5/6,eneuron
4,19,594.37,678.13,Cortex,0,0,0,447.0,500.0,60,440,11,Excitatory 5/6,eneuron
4,20,1462.6,694.32,Cortex,2,0,2,1447.0,500.0,62,441,4,Excitatory layer 5/6,eneuron
4,21,912.72,702.49,Cortex,1,0,1,947.0,500.0,61,442,2,Endothelial,endo
4,22,979.93,787.12,Cortex,1,1,6,947.0,1000.0,65,443,11,Excitatory 5/6,eneuron
4,23,572.9,779.29,Cortex,0,1,5,447.0,1000.0,64,444,4,Excitatory layer 5/6,eneuron
4,24,1199.9,799.52,Cortex,2,1,7,1447.0,1000.0,66,445,18,Excitatory layer 5/6,eneuron
4,25,1052.5,858.53,Cortex,1,1,6,947.0,1000.0,65,446,4,Excitatory layer 5/6,eneuron
4,27,1025.6,907.36,Cortex,1,1,6,947.0,1000.0,65,448,11,Excitatory 5/6,eneuron
4,28,1694.6,927.21,Cortex,2,1,7,1447.0,1000.0,66,449,5,Excitatory layer 5/6,eneuron
4,29,756.22,931.75,Cortex,1,1,6,947.0,1000.0,65,450,20,Microglia,microglia
4,30,1346.7,921.01,Cortex,2,1,7,1447.0,1000.0,66,451,5,Excitatory layer 5/6,eneuron
4,31,1015.0,963.72,Cortex,1,1,6,947.0,1000.0,65,452,16,Oligodendrocytes,olig
4,32,1214.2,976.64,Cortex,2,1,7,1447.0,1000.0,66,453,11,Excitatory 5/6,eneuron
4,33,1511.0,1013.1,Cortex,2,1,7,1447.0,1000.0,66,454,11,Excitatory 5/6,eneuron
4,34,1704.5,1072.9,Cortex,3,1,8,1947.0,1000.0,67,455,2,Endothelial,endo
4,35,514.98,1070.0,Cortex,0,1,5,447.0,1000.0,64,456,11,Excitatory 5/6,eneuron
4,36,1140.8,1085.8,Cortex,1,1,6,947.0,1000.0,65,457,5,Excitatory layer 5/6,eneuron
4,37,360.99,1112.3,Cortex,0,1,5,447.0,1000.0,64,458,10,Astrocytes superficial,astrocyte
4,38,1457.5,1133.4,Cortex,2,1,7,1447.0,1000.0,66,459,10,Astrocytes superficial,astrocyte
4,39,723.69,1137.1,Cortex,1,1,6,947.0,1000.0,65,460,2,Endothelial,endo
4,40,548.96,1178.0,Cortex,0,1,5,447.0,1000.0,64,461,2,Endothelial,endo
4,41,401.67,1186.7,Cortex,0,1,5,447.0,1000.0,64,462,4,Excitatory layer 5/6,eneuron
4,42,1751.0,1181.5,Cortex,3,1,8,1947.0,1000.0,67,463,5,Excitatory layer 5/6,eneuron
4,43,649.14,1187.4,Cortex,0,1,5,447.0,1000.0,64,464,4,Excitatory layer 5/6,eneuron
4,44,590.47,1230.9,Cortex,0,1,5,447.0,1000.0,64,465,4,Excitatory layer 5/6,eneuron
4,45,1389.3,1260.8,Cortex,2,2,12,1447.0,1500.0,70,466,11,Excitatory 5/6,eneuron
4,46,704.43,1265.8,Cortex,1,2,11,947.0,1500.0,69,467,4,Excitatory layer 5/6,eneuron
4,47,650.71,1274.1,Cortex,0,2,10,447.0,1500.0,68,468,4,Excitatory layer 5/6,eneuron
4,48,433.74,1281.7,Cortex,0,2,10,447.0,1500.0,68,469,4,Excitatory layer 5/6,eneuron
4,49,357.85,1335.5,Cortex,0,2,10,447.0,1500.0,68,470,5,Excitatory layer 5/6,eneuron
4,50,1526.8,1335.1,Cortex,2,2,12,1447.0,1500.0,70,471,5,Excitatory layer 5/6,eneuron
4,51,748.14,1349.5,Cortex,1,2,11,947.0,1500.0,69,472,20,Microglia,microglia
4,52,611.71,1394.1,Cortex,0,2,10,447.0,1500.0,68,473,4,Excitatory layer 5/6,eneuron
4,53,1659.9,1433.7,Cortex,2,2,12,1447.0,1500.0,70,474,4,Excitatory layer 5/6,eneuron
4,54,1058.5,1443.8,Cortex,1,2,11,947.0,1500.0,69,475,4,Excitatory layer 5/6,eneuron
4,55,1473.4,1441.7,Cortex,2,2,12,1447.0,1500.0,70,476,4,Excitatory layer 5/6,eneuron
4,56,1352.4,1463.7,Cortex,2,2,12,1447.0,1500.0,70,477,4,Excitatory layer 5/6,eneuron
4,57,1212.3,1473.5,Cortex,2,2,12,1447.0,1500.0,70,478,13,Excitatory layer 3,eneuron
4,58,566.57,1489.8,Cortex,0,2,10,447.0,1500.0,68,479,6,Excitatory layer 4,eneuron
4,59,458.62,1505.2,Cortex,0,2,10,447.0,1500.0,68,480,18,Excitatory layer 5/6,eneuron
4,60,1568.4,1597.5,Cortex,2,2,12,1447.0,1500.0,70,481,2,Endothelial,endo
4,61,1077.3,1600.3,Cortex,1,2,11,947.0,1500.0,69,482,11,Excitatory 5/6,eneuron
4,62,1467.0,1663.0,Cortex,2,2,12,1447.0,1500.0,70,483,2,Endothelial,endo
4,63,1197.6,1671.7,Cortex,2,2,12,1447.0,1500.0,70,484,18,Excitatory layer 5/6,eneuron
4,65,937.71,418.1,Cortex,1,0,1,947.0,500.0,61,486,10,Astrocytes superficial,astrocyte
4,66,516.36,460.09,Cortex,0,0,0,447.0,500.0,60,487,16,Oligodendrocytes,olig
4,67,501.54,549.3,Cortex,0,0,0,447.0,500.0,60,488,11,Excitatory 5/6,eneuron
4,68,1174.3,549.17,Cortex,1,0,1,947.0,500.0,61,489,16,Oligodendrocytes,olig
4,69,1237.7,565.2,Cortex,2,0,2,1447.0,500.0,62,490,10,Astrocytes superficial,astrocyte
4,70,1055.9,578.53,Cortex,1,0,1,947.0,500.0,61,491,5,Excitatory layer 5/6,eneuron
4,71,806.82,595.74,Cortex,1,0,1,947.0,500.0,61,492,11,Excitatory 5/6,eneuron
4,72,1270.6,676.58,Cortex,2,0,2,1447.0,500.0,62,493,11,Excitatory 5/6,eneuron
4,73,1335.0,809.99,Cortex,2,1,7,1447.0,1000.0,66,494,5,Excitatory layer 5/6,eneuron
4,74,1562.7,1098.3,Cortex,2,1,7,1447.0,1000.0,66,495,7,Interneuron,ineuron 
4,75,1059.2,1135.8,Cortex,1,1,6,947.0,1000.0,65,496,10,Astrocytes superficial,astrocyte
4,76,932.93,1213.5,Cortex,1,1,6,947.0,1000.0,65,497,4,Excitatory layer 5/6,eneuron
4,77,1544.0,1241.6,Cortex,2,1,7,1447.0,1000.0,66,498,4,Excitatory layer 5/6,eneuron
4,79,847.99,1286.6,Cortex,1,2,11,947.0,1500.0,69,500,11,Excitatory 5/6,eneuron
4,81,1591.6,1402.9,Cortex,2,2,12,1447.0,1500.0,70,502,4,Excitatory layer 5/6,eneuron
4,82,1749.5,1407.3,Cortex,3,2,13,1947.0,1500.0,71,503,5,Excitatory layer 5/6,eneuron
4,83,1638.8,1512.5,Cortex,2,2,12,1447.0,1500.0,70,504,10,Astrocytes superficial,astrocyte
4,86,650.84,1561.3,Cortex,0,2,10,447.0,1500.0,68,507,5,Excitatory layer 5/6,eneuron
4,87,1727.9,1546.3,Cortex,3,2,13,1947.0,1500.0,71,508,7,Interneuron,ineuron 
4,88,872.21,1595.3,Cortex,1,2,11,947.0,1500.0,69,509,16,Oligodendrocytes,olig
4,89,767.46,1663.4,Cortex,1,2,11,947.0,1500.0,69,510,5,Excitatory layer 5/6,eneuron
4,90,401.07,396.26,Cortex,0,0,0,447.0,500.0,60,511,10,Astrocytes superficial,astrocyte
4,91,258.56,955.12,Cortex,0,1,5,447.0,1000.0,64,512,11,Excitatory 5/6,eneuron
4,92,230.15,1139.9,Cortex,0,1,5,447.0,1000.0,64,513,5,Excitatory layer 5/6,eneuron
4,93,1957.4,1157.5,Cortex,3,1,8,1947.0,1000.0,67,514,5,Excitatory layer 5/6,eneuron
4,94,197.26,1435.4,Cortex,0,2,10,447.0,1500.0,68,515,19,Astrocytes deep ,astrocyte
4,95,435.9,1670.1,Cortex,0,2,10,447.0,1500.0,68,516,5,Excitatory layer 5/6,eneuron
4,96,471.56,1766.3,Cortex,0,3,15,447.0,2000.0,72,517,5,Excitatory layer 5/6,eneuron
4,97,639.25,1774.4,Cortex,0,3,15,447.0,2000.0,72,518,4,Excitatory layer 5/6,eneuron
4,98,1129.9,1821.6,Cortex,1,3,16,947.0,2000.0,73,519,4,Excitatory layer 5/6,eneuron
4,99,296.98,1871.0,Cortex,0,3,15,447.0,2000.0,72,520,11,Excitatory 5/6,eneuron
4,100,456.62,1881.5,Cortex,0,3,15,447.0,2000.0,72,521,11,Excitatory 5/6,eneuron
4,101,1055.6,1903.3,Cortex,1,3,16,947.0,2000.0,73,522,5,Excitatory layer 5/6,eneuron
5,14,481.27,993.4,SVZ,0,1,5,447.0,925.0,77,536,11,Excitatory 5/6,eneuron
5,43,1535.6,1336.0,SVZ,2,2,12,1447.0,1425.0,83,565,16,Oligodendrocytes,olig
5,44,1480.8,1356.5,SVZ,2,2,12,1447.0,1425.0,83,566,10,Astrocytes superficial,astrocyte
5,45,1565.8,1362.5,SVZ,2,2,12,1447.0,1425.0,83,567,16,Oligodendrocytes,olig
5,46,729.27,1374.3,SVZ,1,2,11,947.0,1425.0,82,568,16,Oligodendrocytes,olig
5,47,832.75,1377.3,SVZ,1,2,11,947.0,1425.0,82,569,16,Oligodendrocytes,olig
5,48,1008.0,1431.7,SVZ,1,2,11,947.0,1425.0,82,570,20,Microglia,microglia
5,50,1350.5,425.35,SVZ,2,0,2,1447.0,425.0,76,572,11,Excitatory 5/6,eneuron
5,53,1341.3,175.17,SVZ,2,0,2,1447.0,425.0,76,575,7,Interneuron,ineuron 
5,57,602.76,271.27,SVZ,0,0,0,447.0,425.0,74,579,7,Interneuron,ineuron 
5,58,1291.3,288.34,SVZ,2,0,2,1447.0,425.0,76,580,7,Interneuron,ineuron 
5,59,1206.6,308.55,SVZ,2,0,2,1447.0,425.0,76,581,7,Interneuron,ineuron 
5,60,682.44,324.7,SVZ,0,0,0,447.0,425.0,74,582,10,Astrocytes superficial,astrocyte
5,62,917.27,355.88,SVZ,1,0,1,947.0,425.0,75,584,2,Endothelial,endo
5,65,560.14,427.05,SVZ,0,0,0,447.0,425.0,74,587,7,Interneuron,ineuron 
5,66,782.55,463.51,SVZ,1,0,1,947.0,425.0,75,588,10,Astrocytes superficial,astrocyte
5,67,1033.2,507.38,SVZ,1,0,1,947.0,425.0,75,589,20,Microglia,microglia
5,69,532.17,521.5,SVZ,0,0,0,447.0,425.0,74,591,7,Interneuron,ineuron 
5,70,415.9,528.74,SVZ,0,0,0,447.0,425.0,74,592,7,Interneuron,ineuron 
5,71,671.41,543.44,SVZ,0,0,0,447.0,425.0,74,593,2,Endothelial,endo
5,73,789.24,564.4,SVZ,1,0,1,947.0,425.0,75,595,7,Interneuron,ineuron 
5,76,956.77,611.15,SVZ,1,0,1,947.0,425.0,75,598,7,Interneuron,ineuron 
5,77,310.11,619.77,SVZ,0,0,0,447.0,425.0,74,599,10,Astrocytes superficial,astrocyte
